"nrg_bal","siec","unit","geo","time","values","hdd.ind","pop","demand","fechh","fechh.cap"
"FC_OTH_HH_E","TOTAL","KTOE","FR",2009-01-01,43976.87,1.01,64350226,0.65,43693.850539604,0.000679000731708447
"FC_OTH_HH_E","TOTAL","KTOE","HR",2009-01-01,2644.875,0.96,4309796,0.67,2718.71109375,0.000630821294963845
"FC_OTH_HH_E","TOTAL","KTOE","HU",2009-01-01,6311.473,0.94,10030975,0.72,6601.53218468085,0.000658114708159561
"FC_OTH_HH_E","TOTAL","KTOE","IE",2009-01-01,3412.848,1.05,4521322,0.62,3312.08772571429,0.000732548516941347
"FC_OTH_HH_E","TOTAL","KTOE","IT",2009-01-01,34040.636,1,59000586,0.66,34040.636,0.000576954201776911
"FC_OTH_HH_E","TOTAL","KTOE","LT",2009-01-01,1568.648,1.02,3183856,0.71,1546.80995921569,0.00048582912016614
"FC_OTH_HH_E","TOTAL","KTOE","LU",2009-01-01,518.408,1,493500,0.84,518.408,0.00105047213779129
"FC_OTH_HH_E","TOTAL","KTOE","LV",2009-01-01,1534.586,1.03,2162834,0.66,1505.08619145631,0.000695886134329454
"FC_OTH_HH_E","TOTAL","KTOE","MT",2009-01-01,64.393,1.05,410926,0.2,63.7797333333333,0.000155209778240689
"FC_OTH_HH_E","TOTAL","KTOE","NL",2009-01-01,11027.901,1.04,16485787,0.63,10760.6864757692,0.00065272507013279
"FC_OTH_HH_E","TOTAL","KTOE","PL",2009-01-01,19991.704,1.02,38135876,0.65,19736.907772549,0.000517541743961749
"FC_OTH_HH_E","TOTAL","KTOE","PT",2009-01-01,3197.832,0.92,10563014,0.27,3272.91153391304,0.000309846369029999
"FC_OTH_HH_E","TOTAL","KTOE","RO",2009-01-01,8015.179,0.93,20440290,0.63,8395.25361709677,0.000410720866342737
"FC_OTH_HH_E","TOTAL","KTOE","SE",2009-01-01,7232.548,1.03,9256347,0.55,7116.68679417476,0.000768843993659135
"FC_OTH_HH_E","TOTAL","KTOE","SI",2009-01-01,1320.449,0.97,2032362,0.63,1346.17733618557,0.000662370845442676
"FC_OTH_HH_E","TOTAL","KTOE","SK",2009-01-01,2147.493,0.96,5382401,0.67,2207.44384625,0.000410122517116432
"FC_OTH_HH_E","TOTAL","KTOE","AT",2008-01-01,6392.814,0.95,8307989,0.69,6624.97408736842,0.000797422106284496
"FC_OTH_HH_E","TOTAL","KTOE","BE",2008-01-01,8990.099,1.03,10666866,0.74,8796.3318176699,0.00082464069743352
"FC_OTH_HH_E","TOTAL","KTOE","BG",2008-01-01,2113.463,0.95,7518002,0.53,2172.41749421053,0.000288962079846551
"FC_OTH_HH_E","TOTAL","KTOE","CY",2008-01-01,333.109,0.95,776333,0.35,339.245218421053,0.00043698415296149
"FC_OTH_HH_E","TOTAL","KTOE","CZ",2008-01-01,6512.139,0.95,10343422,0.68,6745.20502736842,0.000652125092389001
"FC_OTH_HH_E","TOTAL","KTOE","DE",2008-01-01,62663.086,0.97,82217837,0.66,63942.188167835,0.000777716740077157
"FC_OTH_HH_E","TOTAL","KTOE","DK",2008-01-01,4501.163,0.93,5475791,0.63,4714.60524548387,0.000860990721794143
"FC_OTH_HH_E","TOTAL","KTOE","EE",2008-01-01,951.951,0.91,1338440,0.73,1020.67977,0.000762589111204088
"FC_OTH_HH_E","TOTAL","KTOE","EL",2008-01-01,5270.447,0.91,11060937,0.54,5551.92362,0.000501939719935119
"FC_OTH_HH_E","TOTAL","KTOE","ES",2008-01-01,15542.525,1.03,45668939,0.43,15347.8661917476,0.000336067938686896
"FC_OTH_HH_E","TOTAL","KTOE","EU27_2020",2008-01-01,264057.143,0.97,438725386,0.64,269283.841088247,0.00061378677797379
"FC_OTH_HH_E","TOTAL","KTOE","FI",2008-01-01,4991.512,0.96,5300484,0.67,5130.85837666667,0.000967998087847575
"FC_OTH_HH_E","TOTAL","KTOE","FR",2008-01-01,44171.591,1.03,64007193,0.65,43335.3327237864,0.00067703848103113
"FC_OTH_HH_E","TOTAL","KTOE","HR",2008-01-01,2590.941,0.93,4311967,0.67,2721.60243322581,0.000631174225875524
"FC_OTH_HH_E","TOTAL","KTOE","HU",2008-01-01,6017.799,0.91,10045401,0.72,6446.31919252747,0.000641718453302907
"FC_OTH_HH_E","TOTAL","KTOE","IE",2008-01-01,3508.781,1.05,4457765,0.62,3405.18841809524,0.000763877956351499
"FC_OTH_HH_E","TOTAL","KTOE","IT",2008-01-01,33611.748,0.97,58652875,0.66,34297.8434746392,0.000584759800344641
"FC_OTH_HH_E","TOTAL","KTOE","LT",2008-01-01,1551.803,0.91,3212605,0.71,1660.7702656044,0.000516954392340296
"FC_OTH_HH_E","TOTAL","KTOE","LU",2008-01-01,512.071,1.01,483799,0.84,507.812191683168,0.0010496346451381
"FC_OTH_HH_E","TOTAL","KTOE","LV",2008-01-01,1451.54,0.91,2191810,0.66,1546.28887472527,0.000705484907325578
"FC_OTH_HH_E","TOTAL","KTOE","MT",2008-01-01,70.789,0.65,407832,0.2,78.4124307692308,0.000192266498875102
"FC_OTH_HH_E","TOTAL","KTOE","NL",2008-01-01,11019.502,1.03,16405399,0.63,10817.2994875728,0.000659374361304642
"FC_OTH_HH_E","TOTAL","KTOE","PL",2008-01-01,19668.123,0.93,38115641,0.65,20630.3806306452,0.000541257606835083
"FC_OTH_HH_E","TOTAL","KTOE","PT",2008-01-01,3117.719,1.02,10553339,0.27,3101.21342882353,0.000293860874631577
"FC_OTH_HH_E","TOTAL","KTOE","RO",2008-01-01,8070.214,0.93,20635460,0.63,8452.89834129032,0.000409629750986424
"FC_OTH_HH_E","TOTAL","KTOE","SE",2008-01-01,6947.482,0.98,9182927,0.55,7025.46394081633,0.00076505714798956
"FC_OTH_HH_E","TOTAL","KTOE","SI",2008-01-01,1354.045,0.96,2010269,0.63,1389.58868125,0.000691245142441136
"FC_OTH_HH_E","TOTAL","KTOE","SK",2008-01-01,2130.687,0.91,5376064,0.67,2271.87428142857,0.00042259063162726
"FC_OTH_HH_E","TOTAL","KTOE","AT",2007-01-01,6267.338,0.92,8282984,0.69,6643.37828,0.000802051323532679
"FC_OTH_HH_E","TOTAL","KTOE","BE",2007-01-01,8319.452,0.92,10584534,0.74,8854.79065043478,0.000836578223513173
"FC_OTH_HH_E","TOTAL","KTOE","BG",2007-01-01,2061.67,0.91,7572673,0.53,2169.73775714286,0.000286522045404952
"FC_OTH_HH_E","TOTAL","KTOE","CY",2007-01-01,339.644,1.03,757916,0.35,336.181609708738,0.000443560512917972
"FC_OTH_HH_E","TOTAL","KTOE","CZ",2007-01-01,6414.496,0.93,10254233,0.68,6742.80783827957,0.000657563353424832
"FC_OTH_HH_E","TOTAL","KTOE","DE",2007-01-01,55653.719,0.91,82314906,0.66,59286.5002182418,0.000720240149678866
"FC_OTH_HH_E","TOTAL","KTOE","DK",2007-01-01,4515.458,0.91,5447084,0.63,4796.80576769231,0.000880619018853447
"FC_OTH_HH_E","TOTAL","KTOE","EE",2007-01-01,961.519,0.94,1342920,0.73,1006.32169382979,0.000749353419287662
"FC_OTH_HH_E","TOTAL","KTOE","EL",2007-01-01,5421.205,0.93,11036008,0.54,5641.5507516129,0.000511194876953052
"FC_OTH_HH_E","TOTAL","KTOE","ES",2007-01-01,15672.872,1.03,44784666,0.43,15476.5806904854,0.000345577673627965
"FC_OTH_HH_E","TOTAL","KTOE","EU27_2020",2007-01-01,249421.25,0.95,437227496,0.64,257822.807894737,0.000589676564839684
"FC_OTH_HH_E","TOTAL","KTOE","FI",2007-01-01,5124.068,0.95,5276955,0.67,5304.75881894737,0.00100526891340695
"FC_OTH_HH_E","TOTAL","KTOE","FR",2007-01-01,40421.133,0.95,63645065,0.65,41803.9612342105,0.000656829578761692
"FC_OTH_HH_E","TOTAL","KTOE","HR",2007-01-01,2530.131,0.91,4313530,0.67,2697.7869332967,0.000625424404906585
"FC_OTH_HH_E","TOTAL","KTOE","HU",2007-01-01,6117.605,0.9,10066158,0.72,6607.0134,0.00065635900012696
"FC_OTH_HH_E","TOTAL","KTOE","IE",2007-01-01,3213.685,0.95,4340118,0.62,3318.55261578947,0.000764622670579342
"FC_OTH_HH_E","TOTAL","KTOE","IT",2007-01-01,32339.575,0.94,58223744,0.66,33701.965606383,0.000578835425052415
"FC_OTH_HH_E","TOTAL","KTOE","LT",2007-01-01,1503.571,0.95,3249983,0.71,1559.75707421053,0.00047992776399462
"FC_OTH_HH_E","TOTAL","KTOE","LU",2007-01-01,502.277,0.91,476187,0.84,544.004627692308,0.00114241805780567
"FC_OTH_HH_E","TOTAL","KTOE","LV",2007-01-01,1457.706,0.95,2208840,0.66,1508.34210315789,0.000682866166475568
"FC_OTH_HH_E","TOTAL","KTOE","MT",2007-01-01,70.808,0.68,405616,0.2,77.4722823529412,0.000190999078815779
"FC_OTH_HH_E","TOTAL","KTOE","NL",2007-01-01,9972.12,0.91,16357992,0.63,10593.4597846154,0.000647601477284949
"FC_OTH_HH_E","TOTAL","KTOE","PL",2007-01-01,19366.034,0.93,38125479,0.65,20313.5120075269,0.000532806735556736
"FC_OTH_HH_E","TOTAL","KTOE","PT",2007-01-01,3220.727,1.03,10532588,0.27,3195.39895271845,0.000303382127233919
"FC_OTH_HH_E","TOTAL","KTOE","RO",2007-01-01,7519.256,0.9,21130503,0.63,8045.60392,0.000380757804014415
"FC_OTH_HH_E","TOTAL","KTOE","SE",2007-01-01,7052.974,0.97,9113257,0.55,7172.94726907216,0.000787089321531497
"FC_OTH_HH_E","TOTAL","KTOE","SI",2007-01-01,1301.505,0.91,2010377,0.63,1382.59877307692,0.000687731093758496
"FC_OTH_HH_E","TOTAL","KTOE","SK",2007-01-01,2080.702,0.91,5373180,0.67,2218.57708857143,0.000412898337403815
"FC_OTH_HH_E","TOTAL","KTOE","AT",2006-01-01,6514.208,0.98,8254298,0.69,6605.93868408163,0.000800302906931835
"FC_OTH_HH_E","TOTAL","KTOE","BE",2006-01-01,8987.051,0.95,10511382,0.74,9337.07298631579,0.000888282148466851
"FC_OTH_HH_E","TOTAL","KTOE","BG",2006-01-01,2158.268,0.99,7629371,0.53,2169.8223640404,0.000284403834082836
"FC_OTH_HH_E","TOTAL","KTOE","CY",2006-01-01,328.301,1.1,744013,0.35,317.855059090909,0.000427217076974339
"FC_OTH_HH_E","TOTAL","KTOE","CZ",2006-01-01,6786.785,0.98,10223577,0.68,6880.96895510204,0.000673049066398389
"FC_OTH_HH_E","TOTAL","KTOE","DE",2006-01-01,64673.494,0.95,82437995,0.66,66920.0469494737,0.000811762185015219
"FC_OTH_HH_E","TOTAL","KTOE","DK",2006-01-01,4514.728,0.91,5427459,0.63,4796.03028307692,0.000883660343279778
"FC_OTH_HH_E","TOTAL","KTOE","EE",2006-01-01,881.169,0.96,1350700,0.73,907.97122375,0.000672222716924558
"FC_OTH_HH_E","TOTAL","KTOE","EL",2006-01-01,5573.229,1.05,11004716,0.54,5429.91739714286,0.00049341731282687
"FC_OTH_HH_E","TOTAL","KTOE","ES",2006-01-01,15629.02,0.94,44009971,0.43,16057.9867191489,0.000364871558746288
"FC_OTH_HH_E","TOTAL","KTOE","EU27_2020",2006-01-01,265601.376,0.96,435816236,0.64,272684.07936,0.000625685912628551
"FC_OTH_HH_E","TOTAL","KTOE","FI",2006-01-01,5122.043,0.96,5255580,0.67,5265.03336708333,0.00100179872955665
"FC_OTH_HH_E","TOTAL","KTOE","FR",2006-01-01,42393.288,0.96,63229635,0.65,43541.43955,0.00068862392689757
"FC_OTH_HH_E","TOTAL","KTOE","HR",2006-01-01,2659.281,0.97,4312487,0.67,2714.38568876289,0.000629424665804879
"FC_OTH_HH_E","TOTAL","KTOE","HU",2006-01-01,6713.445,0.97,10076581,0.72,6862.94027010309,0.000681078261575339
"FC_OTH_HH_E","TOTAL","KTOE","IE",2006-01-01,3260.392,0.96,4208156,0.62,3344.61879333333,0.000794794392920161
"FC_OTH_HH_E","TOTAL","KTOE","IT",2006-01-01,32423.683,0.99,58064214,0.66,32639.8408866667,0.00056213351801622
"FC_OTH_HH_E","TOTAL","KTOE","LT",2006-01-01,1568.999,0.97,3289835,0.71,1603.45227701031,0.000487395956639257
"FC_OTH_HH_E","TOTAL","KTOE","LU",2006-01-01,516.411,0.95,469086,0.84,539.241802105263,0.00114955850761963
"FC_OTH_HH_E","TOTAL","KTOE","LV",2006-01-01,1480.648,0.96,2227874,0.66,1521.36582,0.000682877855749472
"FC_OTH_HH_E","TOTAL","KTOE","MT",2006-01-01,73.039,0.94,404999,0.2,73.9714127659575,0.000182645914597215
"FC_OTH_HH_E","TOTAL","KTOE","NL",2006-01-01,10844.837,0.93,16334210,0.63,11359.092173871,0.000695417297431034
"FC_OTH_HH_E","TOTAL","KTOE","PL",2006-01-01,20469.408,0.98,38157055,0.65,20740.9409632653,0.000543567656446896
"FC_OTH_HH_E","TOTAL","KTOE","PT",2006-01-01,3213.935,0.98,10511988,0.27,3231.6444377551,0.000307424669601516
"FC_OTH_HH_E","TOTAL","KTOE","RO",2006-01-01,7854.717,1,21257016,0.63,7854.717,0.000369511741441038
"FC_OTH_HH_E","TOTAL","KTOE","SE",2006-01-01,7316.724,0.94,9047752,0.55,7573.58771489362,0.000837068446935064
"FC_OTH_HH_E","TOTAL","KTOE","SI",2006-01-01,1334.128,1,2003358,0.63,1334.128,0.000665945876872731
"FC_OTH_HH_E","TOTAL","KTOE","SK",2006-01-01,2310.145,0.99,5372928,0.67,2325.77931464646,0.000432869994655887
"FC_OTH_HH_E","TOTAL","KTOE","AT",2005-01-01,6580.888,1.04,8201359,0.69,6406.24135692308,0.000781119489699582
"FC_OTH_HH_E","TOTAL","KTOE","BE",2005-01-01,9977.4,0.97,10445852,0.74,10205.748742268,0.000977014487881701
"FC_OTH_HH_E","TOTAL","KTOE","BG",2005-01-01,2089.666,1,7688573,0.53,2089.666,0.000271788536052139
"FC_OTH_HH_E","TOTAL","KTOE","CY",2005-01-01,317.142,0.97,733067,0.35,320.574980412371,0.000437306522340211
"FC_OTH_HH_E","TOTAL","KTOE","CZ",2005-01-01,6665.539,1.02,10198855,0.68,6576.66514666667,0.000644843479652046
"FC_OTH_HH_E","TOTAL","KTOE","DE",2005-01-01,63683.413,0.99,82500849,0.66,64107.9690866667,0.00077705829532332
"FC_OTH_HH_E","TOTAL","KTOE","DK",2005-01-01,4514.564,0.96,5411405,0.63,4633.071305,0.000856167909258317
"FC_OTH_HH_E","TOTAL","KTOE","EE",2005-01-01,889.167,1,1358850,0.73,889.167,0.000654352577547191
"FC_OTH_HH_E","TOTAL","KTOE","EL",2005-01-01,5573.93,1.01,10969912,0.54,5544.12879009901,0.000505394098886027
"FC_OTH_HH_E","TOTAL","KTOE","ES",2005-01-01,15186.489,1.12,43296338,0.43,14486.8257567857,0.0003345970219649
"FC_OTH_HH_E","TOTAL","KTOE","EU27_2020",2005-01-01,267096.457,1,434416272,0.64,267096.457,0.000614839899459383
"FC_OTH_HH_E","TOTAL","KTOE","FI",2005-01-01,5020.097,0.93,5236611,0.67,5273.26103150538,0.00100699880734035
"FC_OTH_HH_E","TOTAL","KTOE","FR",2005-01-01,43009,1.04,62772870,0.65,41933.775,0.000668023861263632
"FC_OTH_HH_E","TOTAL","KTOE","HR",2005-01-01,2820.426,1.09,4310861,0.67,2664.39692862385,0.000618066072792385
"FC_OTH_HH_E","TOTAL","KTOE","HU",2005-01-01,6969.275,1.05,10097549,0.72,6730.32842857143,0.000666530900575123
"FC_OTH_HH_E","TOTAL","KTOE","IE",2005-01-01,3242.776,0.96,4111672,0.62,3326.54771333333,0.000809049873952332
"FC_OTH_HH_E","TOTAL","KTOE","IT",2005-01-01,33921.569,1.1,57874753,0.66,31886.27486,0.000550953104888413
"FC_OTH_HH_E","TOTAL","KTOE","LT",2005-01-01,1506.591,1,3355220,0.71,1506.591,0.000449028975745257
"FC_OTH_HH_E","TOTAL","KTOE","LU",2005-01-01,525.5,0.99,461230,0.84,529.958787878788,0.00114901196339958
"FC_OTH_HH_E","TOTAL","KTOE","LV",2005-01-01,1503.944,1,2249724,0.66,1503.944,0.000668501558413388
"FC_OTH_HH_E","TOTAL","KTOE","MT",2005-01-01,72.088,1.38,402668,0.2,68.1179362318841,0.000169166500024546
"FC_OTH_HH_E","TOTAL","KTOE","NL",2005-01-01,10737.765,0.96,16305526,0.63,11019.63133125,0.000675821885859432
"FC_OTH_HH_E","TOTAL","KTOE","PL",2005-01-01,19469.163,1,38173835,0.65,19469.163,0.00051001328527773
"FC_OTH_HH_E","TOTAL","KTOE","PT",2005-01-01,3218.989,1.15,10494672,0.27,3105.62460478261,0.000295923932142196
"FC_OTH_HH_E","TOTAL","KTOE","RO",2005-01-01,7991.34,1.03,21382354,0.63,7844.70279029126,0.000366877416316803
"FC_OTH_HH_E","TOTAL","KTOE","SE",2005-01-01,7640.433,0.96,9011392,0.55,7815.52625625,0.00086729400477196
"FC_OTH_HH_E","TOTAL","KTOE","SI",2005-01-01,1428.841,1.07,1997590,0.63,1369.95138495327,0.000685802083987841
"FC_OTH_HH_E","TOTAL","KTOE","SK",2005-01-01,2540.462,1.04,5372685,0.67,2474.99624846154,0.000460662824725726
