"nrg_bal","unit","geo","time","RA000","RA200","RA410","RA600","TOTAL","share","sharenobiom"
"FC_OTH_HH_E","KTOE","ES",2018-01-01,2956.297,10.653,261.283,141.086,15007.541,19.7,2.8
"FC_OTH_HH_E","KTOE","EU27_2020",2018-01-01,48501.962,57.492,2021.29,5259.822,246897.188,19.6,3
"FC_OTH_HH_E","KTOE","FI",2018-01-01,1769.332,0,1.982,513.328,5691.11,31.1,9.1
"FC_OTH_HH_E","KTOE","FR",2018-01-01,8738.045,0,165.277,2187.158,40013.171,21.8,5.9
"FC_OTH_HH_E","KTOE","HR",2018-01-01,1064.84,0,9.757,15.078,2298.942,46.3,1.1
"FC_OTH_HH_E","KTOE","HU",2018-01-01,1371.334,0,12.348,6.759,5818.115,23.6,0.3
"FC_OTH_HH_E","KTOE","IE",2018-01-01,72.109,0,13.382,28.133,3021.176,2.4,1.4
"FC_OTH_HH_E","KTOE","IT",2018-01-01,6513.976,0.984,161.632,99.664,31905.559,20.4,0.8
"FC_OTH_HH_E","KTOE","LT",2018-01-01,501.935,0,0,22.26,1511.606,33.2,1.5
"FC_OTH_HH_E","KTOE","LU",2018-01-01,28.464,0,2.375,1.218,499.67,5.7,0.7
"FC_OTH_HH_E","KTOE","LV",2018-01-01,536.257,0,0,0,1231.009,43.6,0
"FC_OTH_HH_E","KTOE","MT",2018-01-01,12.975,0,5.031,6.607,93.195,13.9,12.5
"FC_OTH_HH_E","KTOE","NL",2018-01-01,494.634,0,22.093,79.738,9646.453,5.1,1.1
"FC_OTH_HH_E","KTOE","PL",2018-01-01,2845.532,17.753,50.85,197.034,19460.721,14.6,1.4
"FC_OTH_HH_E","KTOE","PT",2018-01-01,1045.441,0,57.376,230.7,2877.758,36.3,10
"FC_OTH_HH_E","KTOE","RO",2018-01-01,3028.091,3.575,0,0,7775.08,38.9,0
"FC_OTH_HH_E","KTOE","SE",2018-01-01,819.061,0,10.915,0,7490.34,10.9,0.1
"FC_OTH_HH_E","KTOE","SI",2018-01-01,484.433,0,10.578,38.12,1084.519,44.7,4.5
"FC_OTH_HH_E","KTOE","SK",2018-01-01,45.896,0,6.401,0,2057.519,2.2,0.3
"FC_OTH_HH_E","KTOE","AT",2017-01-01,2063.887,0,121.636,148.266,6955.601,29.7,3.9
"FC_OTH_HH_E","KTOE","BE",2017-01-01,666.224,0,24.205,59.327,8180.798,8.1,1
"FC_OTH_HH_E","KTOE","BG",2017-01-01,769.585,0,9.971,0,2318.716,33.2,0.4
"FC_OTH_HH_E","KTOE","CY",2017-01-01,83.835,1.55,59.684,0,345.146,24.3,17.7
"FC_OTH_HH_E","KTOE","CZ",2017-01-01,1942.039,0,13.632,117.527,7202.965,27,1.8
"FC_OTH_HH_E","KTOE","DE",2017-01-01,7641.757,27.802,645.577,988.679,56542.893,13.5,2.9
"FC_OTH_HH_E","KTOE","DK",2017-01-01,1136.172,0,12.119,152.053,4496.294,25.3,3.7
"FC_OTH_HH_E","KTOE","EE",2017-01-01,390.418,0,0,0,940.914,41.5,0
"FC_OTH_HH_E","KTOE","EL",2017-01-01,1063.379,0,259.936,61.563,4413.305,24.1,7.3
"FC_OTH_HH_E","KTOE","ES",2017-01-01,2917.917,10.653,246.405,122.385,14619.429,20,2.6
"FC_OTH_HH_E","KTOE","EU27_2020",2017-01-01,49087.788,61.384,1897.523,4857.238,252016.895,19.5,2.7
"FC_OTH_HH_E","KTOE","FI",2017-01-01,1778.106,0,1.791,500.119,5761.435,30.9,8.7
"FC_OTH_HH_E","KTOE","FR",2017-01-01,8816.072,0,157.324,2066.841,41389.768,21.3,5.4
"FC_OTH_HH_E","KTOE","HR",2017-01-01,1115.841,0,8.997,15.933,2392.794,46.6,1
"FC_OTH_HH_E","KTOE","HU",2017-01-01,1639.94,0,11.536,4.825,6294.138,26.1,0.3
"FC_OTH_HH_E","KTOE","IE",2017-01-01,65.187,0,12.479,23.971,2801.833,2.3,1.3
"FC_OTH_HH_E","KTOE","IT",2017-01-01,7014.431,0.88,154.491,101.719,32898.639,21.3,0.8
"FC_OTH_HH_E","KTOE","LT",2017-01-01,470.192,0,0,0,1455.374,32.3,0
"FC_OTH_HH_E","KTOE","LU",2017-01-01,25.907,0,2.176,1.034,534.066,4.9,0.6
"FC_OTH_HH_E","KTOE","LV",2017-01-01,505.362,0,0,0,1195.604,42.3,0
"FC_OTH_HH_E","KTOE","MT",2017-01-01,12.106,0,4.989,5.763,91.096,13.3,11.8
"FC_OTH_HH_E","KTOE","NL",2017-01-01,475.99,0,21.759,61.761,9627.417,4.9,0.9
"FC_OTH_HH_E","KTOE","PL",2017-01-01,2853.734,17,48.557,167.44,20063.013,14.2,1.2
"FC_OTH_HH_E","KTOE","PT",2017-01-01,1039.052,0,52.781,221.673,2801.785,37.1,9.8
"FC_OTH_HH_E","KTOE","RO",2017-01-01,3054.018,3.499,0,0,7732.038,39.5,0
"FC_OTH_HH_E","KTOE","SE",2017-01-01,967.866,0,11.082,0,7696.829,12.6,0.1
"FC_OTH_HH_E","KTOE","SI",2017-01-01,538.133,0,10.544,36.359,1156.364,46.5,4.1
"FC_OTH_HH_E","KTOE","SK",2017-01-01,40.638,0,5.852,0,2108.641,1.9,0.3
"FC_OTH_HH_E","KTOE","AT",2016-01-01,2060.45,0,131.121,144.797,6909.468,29.8,4
"FC_OTH_HH_E","KTOE","BE",2016-01-01,697.152,0,23.383,50.92,8313.535,8.4,0.9
"FC_OTH_HH_E","KTOE","BG",2016-01-01,767.675,0,9.649,0,2252.111,34.1,0.4
"FC_OTH_HH_E","KTOE","CY",2016-01-01,78.485,1.552,58.613,0,335.594,23.4,17.9
"FC_OTH_HH_E","KTOE","CZ",2016-01-01,1890.354,0,13.021,100.439,7090.172,26.7,1.6
"FC_OTH_HH_E","KTOE","DE",2016-01-01,7381.119,29.76,631.962,913.156,56963.58,13,2.8
"FC_OTH_HH_E","KTOE","DK",2016-01-01,1181.6,0,11.955,148.098,4585.623,25.8,3.5
"FC_OTH_HH_E","KTOE","EE",2016-01-01,383.778,0,0,0,930.578,41.2,0
"FC_OTH_HH_E","KTOE","EL",2016-01-01,980.868,0,253.201,0,4348.678,22.6,5.8
"FC_OTH_HH_E","KTOE","ES",2016-01-01,2878.045,10.653,233.523,103.611,15208.978,18.9,2.3
"FC_OTH_HH_E","KTOE","EU27_2020",2016-01-01,47743.671,63.247,1850.967,3903.612,251999.871,18.9,2.3
"FC_OTH_HH_E","KTOE","FI",2016-01-01,1304.892,0,1.648,0,5342.235,24.4,0
"FC_OTH_HH_E","KTOE","FR",2016-01-01,8971.676,0,151.766,1963.657,42121.486,21.3,5
"FC_OTH_HH_E","KTOE","HR",2016-01-01,1151.576,0,8.097,15.769,2408.902,47.8,1
"FC_OTH_HH_E","KTOE","HU",2016-01-01,1730.08,0,10.963,0,6172.733,28,0.2
"FC_OTH_HH_E","KTOE","IE",2016-01-01,64.718,0,11.926,20.009,2813.46,2.3,1.1
"FC_OTH_HH_E","KTOE","IT",2016-01-01,6322.275,0.884,148.061,0,32185.101,19.6,0.5
"FC_OTH_HH_E","KTOE","LT",2016-01-01,483.902,0,0,0,1433.211,33.8,0
"FC_OTH_HH_E","KTOE","LU",2016-01-01,31.43,0,2.059,4.112,527.363,6,1.2
"FC_OTH_HH_E","KTOE","LV",2016-01-01,450.439,0,0,0,1143.483,39.4,0
"FC_OTH_HH_E","KTOE","MT",2016-01-01,6.031,0,4.944,0,77.575,7.8,6.4
"FC_OTH_HH_E","KTOE","NL",2016-01-01,466.217,0,21.926,48.547,9839.336,4.7,0.7
"FC_OTH_HH_E","KTOE","PL",2016-01-01,2866.696,16.839,46.408,141.871,19886.419,14.4,1
"FC_OTH_HH_E","KTOE","PT",2016-01-01,1029.22,0,50.373,214.588,2819.484,36.5,9.4
"FC_OTH_HH_E","KTOE","RO",2016-01-01,2978.313,3.559,0,0,7414.92,40.2,0
"FC_OTH_HH_E","KTOE","SE",2016-01-01,984.141,0,11.178,0,7659.147,12.8,0.1
"FC_OTH_HH_E","KTOE","SI",2016-01-01,565.351,0,10.509,34.038,1186.482,47.6,3.8
"FC_OTH_HH_E","KTOE","SK",2016-01-01,37.188,0,4.681,0,2030.217,1.8,0.2
"FC_OTH_HH_E","KTOE","AT",2015-01-01,1999.845,0,127.428,136.798,6631.937,30.2,4
"FC_OTH_HH_E","KTOE","BE",2015-01-01,610.764,0,22.752,41.922,8270.398,7.4,0.8
"FC_OTH_HH_E","KTOE","BG",2015-01-01,725.757,0,9.649,0,2192.912,33.1,0.4
"FC_OTH_HH_E","KTOE","CY",2015-01-01,76.622,1.552,57.681,0,326.614,23.5,18.1
"FC_OTH_HH_E","KTOE","CZ",2015-01-01,1851.819,0,12.335,86.404,6769.51,27.4,1.5
"FC_OTH_HH_E","KTOE","DE",2015-01-01,7761.891,22.977,632.512,844.511,54959.824,14.1,2.7
"FC_OTH_HH_E","KTOE","DK",2015-01-01,1111.815,0,11.79,131.932,4442.024,25,3.2
"FC_OTH_HH_E","KTOE","EE",2015-01-01,361.445,0,0,0,857.435,42.2,0
"FC_OTH_HH_E","KTOE","EL",2015-01-01,1078.341,0,248.28,0,4460.625,24.2,5.6
"FC_OTH_HH_E","KTOE","ES",2015-01-01,2832.407,10.653,217.622,86.964,15000.785,18.9,2.1
"FC_OTH_HH_E","KTOE","EU27_2020",2015-01-01,47136.684,56.176,1800.308,3421.015,245033.471,19.2,2.2
"FC_OTH_HH_E","KTOE","FI",2015-01-01,1199.298,0,1.481,0,4950.975,24.2,0
"FC_OTH_HH_E","KTOE","FR",2015-01-01,8217.968,0,146.756,1655.837,40164.69,20.5,4.5
"FC_OTH_HH_E","KTOE","HR",2015-01-01,1183.294,0,7.285,14.887,2429.885,48.7,0.9
"FC_OTH_HH_E","KTOE","HU",2015-01-01,1775.222,0,10.485,0,5969.813,29.7,0.2
"FC_OTH_HH_E","KTOE","IE",2015-01-01,61.508,0,11.264,16.845,2784.618,2.2,1
"FC_OTH_HH_E","KTOE","IT",2015-01-01,6534.862,0.86,140.537,0,32494.483,20.1,0.4
"FC_OTH_HH_E","KTOE","LT",2015-01-01,490.661,0,0,0,1359.131,36.1,0
"FC_OTH_HH_E","KTOE","LU",2015-01-01,27.795,0,1.909,3.458,510.934,5.4,1.1
"FC_OTH_HH_E","KTOE","LV",2015-01-01,458.345,0,0,0,1105.582,41.5,0
"FC_OTH_HH_E","KTOE","MT",2015-01-01,5.952,0,4.806,0,79.865,7.5,6
